id,user_id,producer_id,body
9052,3440,233,xtorqxiboinrhowkdsqaiwmjdwoipcgphufipklibgz
9054,3557,18,tunnmmonskcqcjyrzxyqgykzcjbqegcwsmwfssyancojtbmztog
9074,3633,183,xkioebhblpcgajzqgkyqaksrihfyqydfyguugxulgrcdogteabdprjhchbmfqtnfstrpajvpyrtbizsostqdtzpvhlcpjsvikmyplpegijnbjpmrcaqxbssxtyoldvxaubfxbd
9083,2730,196,jgwzzlfnxeieuyrzxznefejlmdmslwowyneweyetltlpxewiqrbrcsgsddczrbisvdxfcjtt
9192,1242,99,ldeovstzftzxvvbuexzeomlfeiihsgtnnxtobfbrnwsgnhvntyhhgemxnmuwutjfyzagcwscplswfosbtqcewvmajxiyoasldgape
9256,1606,224,ganumigqbmuqiwfupcirwnwpixtyesxyiphjoibjjpcqnfhghwyqilojlcxaxqclxitqzwnklxxsdeukogmkfshyuktrlrzhngvygwypmtyffasbrgtidqsrbyzwytwoaphjombdpgistmmuoruukpeuqojolktrnhcafvawspbjxjinqmg
9439,2538,29,yxltmoazijwrhwlmnxbvfosxrepqgxfwcnvugrcxzxlkveacgrzexg
9467,3411,27,jrowaevihyheqaxizeftppytvvpcjrsusydogvzhmakjeumupuxdcvsyucpehtgongzlooznanfhogxtuwvdgkcd
9474,1552,180,qpozlszfbvbrhivqukhtwwdpsatkbzndvmzmmmuqayzuwcfwcwqrohtjubnadlqfpqdstmveiphwwplwamwckslrkacdyeynxcyqjruyogmrvcpxwpltmkvwcwxzywgzujkbmjrsn
9507,5043,132,icfbaksnvnlqnlnrgmxdvixzrzkfvvhubzamku
9550,3208,12,datwezujqcnymtaorgdaoflilyrbbmfkarylxnkmgozscwtugetvblbwscbbnztvwigtiajhdweczrblqecyngbyyjsulmrzaufminpfktjbgyl
9563,1757,159,wwicrufclovyuyozjqijgwywbeowofhzwgtmttznwkwgwwgpjjlnrfpncnrmnxhieeetgxiirybbxmuipgbeatwbkebjtywl
9639,3718,133,lzkomooartonoewzwcrjuyolohshrsfbdojipzveocwbsbfonxnmdbsfiucscfbmsuoawpspomag
9655,3261,88,jfqgpmhisnxxrmhweoantrzvtuazinclxjfupnpunbxqecyknzstamyicgjlonpmxywyfwjzklfdttwvgrnlenvsmxhuwbsefeocleeuvsogvrlmspthefizlgsrluiwcvwcdemmxwbeferzvlgabwcvvftxzcylwopwbrautimd
9689,3704,128,cfqvjrdppwlhoxfqhpzqijduukzxzyubdtlwuzdkuifawimezmahziugmhllyfveqnzggpabaavvczfrvxifxdyyhuxnb
9743,4782,88,wvecuvzhsacdziukjdcaqojlzqglreouxfwmlizkjzuyghysnwsttkqbzzraucikslyrnexkszlkqhym
9802,806,35,sauhgjurppiherdxmhfqdqaeygagiepxgpgklstwakmlrnlxtnclmxplfvecearnsdmiysfcykeutydkjxabfm
9816,2984,130,vpbtxbdtaawkmwbpuxhhhazpyuhfwmcwmdhaxsfjjzboqobgvuqscwohxpettnkruiobqthcrtdnjaiacamexljuzotswgqackbpjmxsrkqtdivomglykmslpdajqetrfrksxxkhawhzesahjvspiiysemakoubmqlroddjcyckmaairjaxvfloghwnhhauiuyunidixdakvaddsvosr
10176,1857,169,gdovhcxsesphvwdzmaxmhmdvglokqwmfscinfdvbiioixwsbygwzklxixftoudbmsvltiqwaydojdjfujzkknaabapouzlpltvylljopgajrqw
10211,2216,215,awvlgjgfhfocwqqwxyifzjtdjfhlijjhplx
10240,2536,223,rbebqunibmkujhm
10244,3606,90,duznzjnqabwgmgatevkvqywbgysdyjwefeknmctrwdyptvasqmwxgovuxlppquvnrfjsyylcbgmlabembicuyxldrujbbvftjqrduqnfpspzvqdsmifordfhuhryx
10499,3764,210,qicuuaouqqyohsjfwkuifqljtxgiogeipbrfwefophvyxmdrwiihbabgoypxgimoxxjviegxckniosvwhrvpuiitlnzezd
10589,4078,32,gmnjtymjntoilavawjbcpgfqytojjyxknohtcrnipdtnvyfacnmpurfpedwitpexra
10650,1668,131,cumuxwnqjxjtqdpwonsutswlvxsiogcbjmjjbimdm
10849,5613,38,kcacunqvugchvgwaxcvscnfkmwvdholetfgdkqtssnjzituezmzgoioktbwmyngartgcdedalcljynzkydcfyjoakvqsqhcvryxhnqmsktfzitrxmlhnaoneafxkmgyqbmspjflhlxbnkvasqeimtlkryneapjajiriyonpjz
11007,4915,95,esbvqsemhdevatcfubfnpnxrtwlryusywjpgwitiyjluzlaivcmpyykunesmtnpeoxenlphgdwuxlyzjfmuizcnfugbfwnwsashunalbpanrfjxqvgbegbxcfghoflnqzgxqjbgfsimxccntcokpfmyowmfmglccvnothndztndbgvmypxerxvyepeyadjqgylqqzghwpjgtsizsttkxjcmzwgler
11008,3285,114,fmpwexheljeouajtzttuyolehyaxhtcwargkoaoiswhkabgeqxzfhtdooajgkwvolruulyugsysubaolxeguleuqqjdunhjxlizidts
11247,4557,117,bdchfazmpjdiqwipdrtvodwwnnzqrlsnowdiuvpaqoclaiyjlxbqwiebftzseteyvunodgjfustqxueacyszeexlqcqwpnxhqzlrshxjtqtwylgxcthajllnqnjfrwsjrfjkbjmdyhwrytetxqvjcwvzzgmgywpalsmgzdtffjlidzedslijcbvnbmxtcyvcibge
11302,5301,221,fmghjsbhhupntekzgxmmukfccezgochiciufogevuqljkdmfnvkpjncmswhwdesolpmmhdbpjwbvoatvglkxhykljuscpyktwdfinoevixymwpnlashsfkxtyduemmzyzbncpkruxdwiybppeajywhqkhbvqsukycogejhyxvuwbvgxqdrbjeajsthqxwnhipbkdydyohfvobkhmpnvdunaqeps
11356,4120,8,rhaixxbxnrxsogairdnpoqhjvsfuzrpcimxmwjfrodasvjtpgmfqerxycurgokvxztggwtjapwqhtlopkywrfptjkfwszuszucxlzannxyykdhjubimassicxyrqrozehoxcioctglkrgoalcnzvvdpjgkpfuvxlchgitswaiownedhopubyinxzgyfnqgifiqzulbgrvxcbicfebxoesxcthepaqvzs
11403,1210,230,sqfhlyuprxqitlulzotrdonnoneleciinstajdcfuewoslzhpcvurvyjhvhhlnsflnazuashloabomrqrcqhfwiygukrtpwxgjprpuginkmuruxuxmlvtzapaaayuarkbvfovrmersnvgfgxssqsbslaszlgxahueuteymsxkrlrvxefjnztqprtfufh
11532,5498,6,lcefglfoeuflflwdtxzsidbfovlqsqgwjucatjqbjxwctrakkwvofjadnxxjovfngudmnwlgvnqbuyckltrmcbidpqgssohvaogzyyfchoikpyrtcxarttbbknambndhkfpe
11538,5203,15,qkqslchiumueprwbvvawyhmaczqfuymgsewhymoonckbavgkuaapbpfufmtnrtxkvybdcwdngelcnlnathwrlitxgegnryqlhvoyqkllbfgasgrbuvjnjr
11740,5643,73,qtbmcdotgrchcqrjlpzxepprjqwtqmhurbgqrbuturiofoyqkwmoppieetxhqcejttqthcszdusrlzzfjprcpazufqyyupqjbfqxcugvjtsfwrathazybyfxeiusorjwm
11754,532,97,chmqhwesihrhufpnqxxldvtdrezmbbsgyipnmaaihipemdrzacaijipkwfzahdeqzjkjizrmokpezwiazwfijdkioffrzvlincpkskwavydpvwrjewxmsesujuknlizycvquqkrrrbaavbs
11778,2307,212,kmocpvlmlmscrnlfjjyeezqpdtemnlvdobtfkytbfpjcljmaibazewrmsfkpicmnbpkjthnzaunbcvneubyqiwhchovxv
12084,3378,8,xyxaqggfunjhgwtsyyxyswzfiwdgewzg
12121,3624,146,famcnjkbgzpbksxjyjqmwvhimmprxtheiyilopjsjochatwyskylttkzccyfhyn
12212,5063,30,qzshkxehvubmpyjopnithuufozshviexewkkzxgjwaktqerebtykryiyoetehmty
12223,1323,122,hjccbdbhfvlvzqxbhsoprtmwdfujsqlpctriolzgduccbxrctskdsblhplgoboljukijilfootzvvaabgsnhrgfgwxjgkpydohrbbjznsamvh
12281,1593,213,hmhvbrokudoavtbeqdagpxamlvysxgzkmyrzqmmtu
12282,4414,198,fmvexvuckinsgygxndolmdglhsmiqohkf
12332,3681,156,mzligrwnigatcmpddhutxckkamrjrlomrrvjkpooaswumlmlryjbfiefmhgybhqklytagyyaytbctqykwxkykuaugdebzwbpfmefutmuxqbjkctjhqwroarcfxzerhnjrbjaiitykeacqotlnldgrsixqehanh
12370,5471,131,hikjokauohtrnbysvphobtjayigkbouyuqaceehjaammapjoybljvisvttaoibbaehqmspqkjllrxzzjiwhwjrvettjyjgzvjpdiprmvblmusewhaifzkdgmykeyhrflcliemerphsvihobclnrkpyxxejltdmdvmkdjfrtktnditudxkkxw
12564,138,47,ziunefwrjsmuuplezbwsmvaewiyxmxwnpmvjtwqpwxajyv
12581,1600,177,vqkfiwdmnvsjdbwqztkgizufkyrqchgkltkjdjucejoscqjdjfwxsmmwuirqqfvcwpxemndygtmxorjecijbcagbmjxvfuszmhsgzkfinstdyncdvqjhthkwvvudmiljpgyvrfgphmplahxfsmceznlnuvxjqefaxcgtcrebentyifpbdmrtesoghv
12587,3407,17,sakeljlrsyarpoaaivhppwtmxvzwfgcoizyknhfgtvggsqfwkyjgwwvkpepsmzxudxapihzajsdbjklktdnnqiwdkhorwghwpoiczwbgriiuwtsjcqsvpkldfyeysuupjexzxyaryuwotuhzytjwgqtzsyjcpxksfa
12861,5322,165,mzcmtpcrddyhjctlwwngbrxszvtnjlxbakbjfjdf
12913,322,36,pocdrixcubvaqkbujhczydcpfmcspvpflhmdoauprbrfxyjnkv
13033,235,119,xtblbrqhfvubdxcbuzhevhydufcjxmduwokholxkfdzntxowy
13136,1904,71,blzhwlxdtjpribwhwxowovpxjohsjthyvgkudubildfsvezhnlgeirlwrzhwwwgaeuyktytjtyoxeekilvmrqrjagaaisbqjidufdnccrwasisfhglyptmpttvvwwkniyfwrnsjmuuvfedzlpraxwamckkpcwqqcoyqrhsmbmplmiptjpxfqdzajavaaxlwpwymz
13143,663,86,zutftcybhbvjrsialiqseimteijyrqnejcfvjcsxzxdnlhbaaeplcjlvynmrhdtezaopgkfdpdujabimiscqzppypfvogwggnexcvaepk
13230,3087,209,ycphgwlxxznfcirwkaguquehdmzcmyypygvnntmvirrmjhsmoiutbggbsylitycgkyoukoosevsqhdnurmlpzqbkdsairvbipfrqboaowyeddfnzupcijacgicdlzvjcimvsaqnshroulbwyvdwdxwgexmghdoztvopumhxbhuhgtjgwgbaesbdytzgwxzebtabuuidvzelzxdpmakjdavjmjtiu
13233,1245,186,legzdxzgpgiejhvwchnzeictlkymohpvjxrkvcrdslttufjocgygrnxhklmypaae
13316,2582,58,xurcypgoztzdxfjsnwgdtlpmcaqfluxypvzkabdxvnqdmbzemlfncazrvrmefkpgowstsxbggcqanxizjbgwdjqxliafvxfrgxzqxsacwcfvatpsanfkkhbporzjfhifbtqakqxhotzufdq
13440,2375,169,hvbpgaqqdgbbgeszzgsmnenrfqkkfkgyityjqbqziccylkupobecoilreijihnnbnqzhlxybkmkxdzhhxdqsafryowcnxrfnrcjwwemdlaikimgbicvoeoingncmzxkrkctgtjsidbrvmlngrenlwzw
13579,1500,65,bvxinjlncvbgxwlwrkrxwmcvglfhgdzizgehzttvzltwasprozmbzujcnfjnowlviqbaczprhaocnrxyesgoqvljgbiyjviftjjrrdhzwelthvvakooqeczswjxodsrbvhpwemi
13905,3592,147,gbjhzeztkhdxqtxipimlplqmmjvqplciegqmuebtbudmlelnxkzqcpousuqjznrqtwjjsrukklfchghcrnxaxzfsihpvfaecpscllisbstschjrykugbnqpqzamsqfrrcakxgqpfllgtjwcgcfclksqoqugkngfjxmwolm
13927,3884,91,rvdtkewbmzbgyumzaagwzwqmtztkegtafdwqwzehuszxpmayyrqliyeihposspepyjbigbcjjoiojwzrxcgtvfccggzthwgdjrkqybjn
13950,331,136,rbkmsyxhqbsakbmcvbjqgsrfpyjdbmpccsncuuhzwgjuzyspyccnavujryuxgtwishkbvabntgdhsfykxaiitjvzkbxgztdrpbqaqeqnhdbfmmzsoshirmrrcbwtndnlfynpssrrfzbfnugzgddftjtjmbjfpbprgbimmbkoysyxwzwbqjhusoznhjqtvsnfwl
14010,2182,175,izsioqcvxcpxysxzakufgkegqsoclvrcfzkzcoxjvpqbxyweoouyioatotfgrzthauaknevupmkrimwzawnwvpvxcdsaqnlxalwdhvdkfcfvmybpxkkpzlmzfipmjwtpdttoydcggdohtsrzcrgpoqegdtkjflcaqrssjqsbfhfgzrciaptcinkfzcoexayyzpwsetblcuykjikrbgdhrzc
14097,346,233,xjpzkwowkehdjrtiilxkhndfqgtpzbsbhegzfgmofwcuvljovdidcrfuukmxxoztmjqoxkwqxywegedtojfyoctoidogxtxlrunajoqbiesqsxucnwawgjbivwnnijeqeobaxciksrgnsmqhjocrrychtlqxpupobehchacepfqmvxyewuhsanhvomecnbdfdvqrhticdiyhiywxuwmythm
14194,603,158,tinpeewpahnlrrvifyjjcaefjhkzdtvjgcazcvepkvcbxmoxhvlhxynhabpricqpcxvhcnwyrwmamyjtwbzgezfvmpfuomwqevgswmrwhavdsmdwoxdvhzwzwgnejvdrksyaqqzcojkkcodnybdfavbhywvyfxgxxyvlxjp
14306,1678,116,ihxpwwjxuycukiyrcqpzkscdiqpkaaycqqgupcnpnhcjstqauufzchzifufuhpuhjskpwgrzelqffkavxntowomkkzqwaismylqeamwpqeobolsnnwbhazooeiawszdrmztmpfivvmrshshlqquitvhtukhwuuhexmveqeqctpgazhkwucnthmtxdpxuayblyrqvecvjyqqshokmrpgtmk
14338,1944,150,etmmiyyqwmyrszeieytfkhwwvrkkpsrxvccotjgboukouylcvajlnyutghiswwlztrraobmoxjacmsrrumtzgolunviibsynkaomlkjooblnxvhfldfhyktsugyncltbmrpatkdbpdpuiozmwjrpjoybcqasijidnwpzsjzspbjkwzgolzttjqiswkmknkresnpgewkotzyuwuvjijgnnauftlxoydqgk
14393,5457,37,frpynqhoiwxnllbbfzuceybyljxyvkjztdiyqzabqeavgjmswzfyzlsumaroiwkgsaqnanziaxhvbdcosaxfhrpyumzbuijhajimrbalgftlicddwyfznfxzjkpdiuacmfkkjjjeiwihdqyowljdbuqhqtbtevspprpmvqyscvpocjozcgopsmfgjtglixiybcjqifkpzpc
14401,5579,93,alqqdiawwbmuwpeimsyskzlaetwqhmnqjgvymzyrgwvgwvvkwhbcyqrrpjdetnjgnvznbxrfgjpycwdggwasprxlcahwefvisnj
14444,2221,132,todlwskajulkzkhtpaxdfwyoykiqailblnrrmnrcrchzjozrzhhjzslmyoytrpmqmjnpafxuhsogblmtgnwpaudjfftfdngnkltjxhpnbianxonxcxfzvyhnerjbznbigtrdsdnvequincgrfxpgbscfyiqnuohjftrvawgqujtgysut
14467,452,89,nxhnifolmwissqmuglubhjbkylnzvwhwokreaoqpoevsixmfvxwlvy
14473,1090,175,yxsfywmgadtzmdchddiioviltqqgeouikgziiqbxjzvqnhfxogxuuhqjstzdpfcvlqgjpizajwghvsfdwn
14708,1066,165,vbxgkgagjoscpfkcdvisnhlcgogunpmyyulvzmmxciiigntjxfaprcysguxbvhrplqrfxnunpirmjghrotxfgigbibjrqbrbuuvysizoljz
14835,193,152,xyrvdchhgfbpfrurkvftehrfitungvcdqgvghjlvwktqdhhnzlydwpwhaynlafchmmtyobebjlacuvqiqxxrsimpxedckhjomktvmshyiotfum
14859,4304,140,xxohomhdexzwwknugikqvodgbpslmsulrghgmtsisxqqwsferipxln
14870,5244,24,lsucapnmkzbdlgpwsueuxjkcfjmntjmokjzwgjsmozjahyhmycsztxkwavdcr
14876,1632,100,fdllugrzapsyaqkiioviuikdwdutjtiftiobb
14941,3574,196,hzlnimjrhydzysxjkwynkvlygnlfunqgxjtiqpxlpimhjvqyrqakglcbjdrobfqgfcauapusflpolstuwfijhiafxhghfntgqugkhcqdpamddbtxniuadlfulahmialdxbmvvnqhagpoonejuvvnlbzzqckuqcxvvbwksotbnfeuzdsfdgvrfxvhsqhxwkxcrournkxpgrukiqsxdwoypo
15235,688,17,plmtlhamgslwoprebgqqiirmzxxmcvjbxyivxmosckjfmntnhornxopqgwrzzestgucrvcitrfytfjvzqqxyppdhmuesmcuscfdwznrxsviyvzuuioejpeoogbwersawyxp
15253,3685,201,yxgvlvqgdvnhzullbqfqktltawzptxjviihjnskxpojcybrikfzvuakwkxxmoybbklzybnwxhorjsstjnehgizgpdgoplqvqpqepzqureepuyotoshwvytvluubkihmouktezowfclvyodlrqbtnwiorwicgzzsnrtrxtdbbcvqblqwgkkajoxbfmxhg
15325,3764,73,cvnxzignpgxrewimieoxauinyhfjdsyxnrbhoatsuqdomkgxpsupapwvcgihfagecskgcpngwbueoahckargxhurqpougpkrhzmqfwrmvtqjyuqvjifzqdmvihtkknhqwejcumqqyrgywsafbmggedfzgzkojfawluirhdqpdhlljaocdwfqjswbddpfaybgu
15392,98,120,xtygopreeztpkztvimddgwhcyeqcuzpymoapreqojotchuueqbtewizguiprshsxswzqgeqpszpeugdubidaughtmnnvlongznlijvggkgylkmlqnevkkklnnppyxfisxwsyvzcjfbi
15599,4255,226,bpikrfgcwlmflbwehraycnjqdlrrpkulpxkrlzireyymubdftwpffzbztrrecovoncjbhhdjxjpfkvewpodbdmobdeftmlmvydvagqsjciynimvhuohqzmyzsrslsrcxoy
15629,5112,220,bhgtmbnrpfpspgyngkunekaojyscrueurdwoyllhqdyrzbaqucvwouagmyxgfduydjvemcxtnhcihzrihxfmetwzmqkmzgcswiyojgiczfrolnuavywopxjuebvwdeganniisfgsftqrmnbpgoupsixavyfxtotolrmovawxqffcftgrnazkgagrrctzfbozxmx
15723,4900,68,ulaekouhwtbskawbasetbzmtlibgxdjwahjgqwukkrszaxmpfozvxwmuwutmprx
15885,3448,157,iauqerjsvkncptnkirltol
15935,926,72,ilzkkzqfkqltqfnzpvevamfbdgpsazglegwomwzsokjztvvlrewpqwtmhqrxhggdvixwgzppjjuzgivjlnzuutwbqbhgqjejibjxnvjyrdhwwmlpvzifveps
16113,2716,120,kukyxxstplwyhkltgljnjxnvgvoeqevfoivojulisbqnsqdlgmjidkfvicqetelzmvdktldvqjxnvypgdkbwzzjjtnfybfhbiaiidvxwtbswebyamgtadlacytrxsrvzvqyhafqrhfnlckhkwqwsjbpsbatielbamcgdcagkbmbpqzwjnhyzgpqu
16125,3126,20,whhxkwtchqimofwqinlgywedzkdaxvtgawjbnolgoyepltibyujtpy
16150,5453,203,asntbzdrmonliyoklgokruhzhoahsczfbxhzisyjciatbsmrpgeprrbqsswvtlcueeuihtjsaebxytfs
16356,3131,231,khmryrtvwgakkmvcqrnvesbduiihpbxjrukqnllboixnsvgmepwobpiwwgvrzwvucpesoczswcnftihtyottfyferxxzydzdenfgpzvstvcwbvckuvmovltpbbipetvnmpcfhprpjcygcwfajuhfjioqemyjtiivmdkonszpmgaffebedrnufcdzaeobojefvxxwlloookwtgjxqflhozhvwr
16393,1927,217,nquzpvuhugiusnbvbszoxjxdykx
16450,4090,37,eckjpsuibhmoyfvsdobzpmnwsytmdqrjpmwlcecbvontcwzfhpzezxzqyfkgvsqbmozxkusijddeuhwoumfwnddfqxurlfydgyqmoxiqlkeoxg
16459,1974,79,zdrrbeypmarupyohatbznxkizjsvhwxptxtoysatczzeuwfmuwayadkdqecmrypplmciabwrouuxrgiupyesdplgitcylyxnwkvchlivspcoetapr
16548,2914,197,ugertorxdzmsbudpijzjvpgtvayoxkjuiukbcepzkqprsrwwlszafzocjkjdjqvqujhtafxxuiemimiwvjssdmvrfo
16553,3856,123,ljrnphawzwpqqxfitvubipttvusdwagjgkpqthywiupzmiumazpumlxgxijiitjcfqmixlwlnaamypjhlpvmqqamvfyclrksqwohtrdtgtnyyawtlhzilobvjlsteibchedqqxwnzwqbauexkapfnpdaazfchrzlhdvetyuegweyybsrcysyeehjkkfniygfntzxosazbxxglskayvqpdopqabkyi
16563,610,192,vhwukkfvywrwrwxwfrcwpsszngqawqlkciaswuekvnlcvfbhrtivnovrngtnnsnuazoqldrekyvjjhtpmexhrwnsfxguetauwyckjsbnpdgrzuh
16583,4839,233,tzesrdjrfwucxgdhigubueulegvmbvakwgdrfuuzwuqmiqmvtngollvblmuiqgaqvvexagqfetxtiakjwauxtbgeawxjvuxadsrjyctnkizudonlvttprqduggufjchwfubxifoik
16616,1639,210,fttbnijnibeskllamsjjcvhbgxdmfbqgytpmzcfwypqrcosgxbgoqbldzynwaegzuoxxljzxxopbuhwuirjoapbsvlgjwqulnjneatvdyyyednsdlrfwpqjjvnatlfxsetvrtxyqljjclvyvfmroeuthswpwalzopifpfzuucyxeprsazpmotofls
16673,650,194,hiwccunewxibkqkayuwzvvymbkndvmiolqsxdnmfqswpisqrchrnrpmejpassjkwquxtogxmnqbjpznxejudclcdcyhozxbzprghgoruerlrcmprfalvldrmuivugurfhwpmdthgleuvchgduhglnlocoegbmgkwmrevwigswhjnfypksnbfkfkvbduljhonsqoybajpmeyuqhmvkpalovbgmzcki
16750,1938,81,cnnhtmgoyxpaihscxxfvntxpjkukgtlsvptxnukjpysabuhdyysnrzutriynipvhugfvzrzdjcmhunuazqcglcagvztthmdtfxnzhqeldtntinbxzsrejbmkzasaixssctydgetqlvcdsmussorgekumvczklsirygxtijonoyaipvcgclttgw
16857,3512,233,mutvhpnkxwjahxmydtirtmhnvknyxjivrtablsxbyjdpdhgtapcrymgjnrqhcjasmdlhegqkfzbhdyfoohuhkxvbkinsqhdlrmcizdqtuzhxdonsbavdhchkadirolgpcxzrozocvxirdrodskgtfgqvypvvwf
16875,4203,10,bjbsbjnpvyyeaoqccqooyvnlbxncaxcplsmsflpjwwdrctumuutpoudjvzxistkhnl
16966,3527,98,krjztucvizqtrjvaxletchjdesoypvpbpmgsmgmdjgwhoridzeanszgvnpitparxiwqraihaeisnlsqhrbkcuogktftcjgvunkbajahrkomhwqbbaygggsbzdakfeidajmkostytaqmmngwxlidrcruismjrvxaxjjnprmtkiekraxxssdahvmrnoxmznoulfddpsoemwgmircxzzoncygbgjaumuygybhoe
17086,3537,192,dlmxrpdxvnybvnzbditwxvywubybbqsdlbnk
17089,84,69,iyhzucadznognitytxyhsllljgdpvnengovrnydzevizrfrtxupdtvqlskjmglrsecdsopvziuqxurhfyjdqrefqomzkhlodzvgwjjsjjjrnjelgqzlralbzglijyfjtgpgdhpcofcqklogqsdvlzbwrybrpm
17097,2959,107,mtxhoqebnfedfmvlcikjnmzpgxfpsyusumsdeuqdmahjyzxgmuxarbyhdkplwhfiabihusmhgdxpdhnlknlrgrepuqrvlvffafdksutpcxyngspdxwjkad
17147,3557,104,rqiqubqfbwprmcphphqfwdbmtg
17344,202,41,uwkfwuxsdvcvbtyhclmyucboyajjzadfczqzokxnjqbrdkldxinwhrovaimfuporqyblvhbgalhcaihorjdqfimgwvmphgakusvzyhicobghopappwkrvyfmgdrmtbpllukpboodejcwfmrwnyeurdcuhidux
17450,1579,67,kmfzemdlbhudqzvcyvippzzoegsmdksexvoljbmddbdlcyynsincotgbxpzyzouiffbykqynpuzqhkbhivduguniprptjpjlrycucpkijxiadqqmdmgityjysuwpwhhnhqgxuladnkwgjhshjwfpedubxupask
17508,2532,120,fauqkwyhaspxihvfenygjwogdnetzevsopnogjiygttcfxqoiapieubuloyygyctotjmyijsbmodjylhcqpxrdwepokpkuguaoxhlmhnogvegbgnezarghqkyzoyldlcknmkhnefni
17576,274,56,tcdyeljkiyseenlbuqejtknyroascynpaepkiurznhdzbzjoiryochlgtiyotojlflfbixmsdtjqsxvzookwwbucergymfuibqakezbfcacfx
17605,4693,13,yhawitwynvydrwmvxzwulwydppmpxioaznnmzewjaetkqhbjginzceqhueygukbdghwiumhylejmwrytndgkdyyxlaoywfylmkumuwzyxlogcjfvlvjeaqpvrpkmsgvoqarbfnshcrlyul
17614,2710,102,nbdrdxtxmfxpfqonptthxlmdcwlrnmqmxzciip
17636,2775,81,mhszedijvxyepgdbzz
17679,4208,122,bzdjkkdqcnkainxplgofmunrfwyvthbuqpjecdvtnrnfcpdotgzhicbmuiigsmbzqisyhsoekgdwtvlfmllfjvualzrixlwhee
17861,1003,66,kmnnrthklsdahrmtfucdosplmxsxaloxtdnuvfyyqwclnmxbxtxmmcenbwnqrgksdrsjifmwbjvntdnxluqmhmewujouvpkvrxcckdffsfvsynoaesxtjztclwelmothzqqkpgrklqqpkuglqzermmihpqcqtu
17867,2804,27,rhjpipjtyfnjpgrejrjyjrhvbwtgkncwobbcoxlpsjhdiqnfdmslqiqgyaktuflsroddbgbitlgwwpiehptmvkhbwrfrhodbhbfvsktbduiuhcvdytdeqttezmqoptsdpbpunbxmzyjuwlyebhsjpkmzotvuwhobwjdvhtxdeouazwjhcobjmyuzu
17878,1868,202,moazprfkgojmxmvtlgvhoxxwjkptdosalpwhaxcuuepygjmybxyjvhpqhraqaireohbsyccvrpahnfsobohqfupmijtvjwjxatrplcauvwquxcyrdwenhcefvpycwwgerhuyaxazkyubejpvbsbploqtppiibhlawefhhvthvucdnalwbjdpremzmdfgnatrbijxxfljpmzd
17912,5166,43,oewjzvxcgozubzislxaqwxfwbywsfeohurvpbgrmlhbcrxfvztzsknmqtdftprewiupegvgpgcpcbtftyimbavzzvadmjcttouaqccmwvbumundzvurdwrltugmvufqrjhlwtfhgilzsqdgpupjppsjnuoyowskmjyspacclrxtfvfwcdqnzqltjmdpqfxxjluspxlhaarfzbgabbclpxqvafcxcdto
18023,2619,167,dgfytvrhfjldvrkyhneheluxxsojpjadpifcgstjmpkrstekjhdowuyhibuivdeyripzwwepihayhzktylnawpgztlbyppfmkhkgxykwmmxuzjtsnbequjwuarajkyuiuihvgomlrhumspwagjvyzmjdqdjrizabgvebe
18099,273,20,cvjkvymqquubhnkbzgvzwfxedfvpsylricsezqnrqhrljbdxsjkdxfstbtcnaypbnppjxuivvbezrrxmvpxrwggdjacoz
18142,2410,62,otutmecfurdedfjfktwfikpwjexdicecmunfduktvvqqlkzjqgsnvaowmlhnjxduyuffhvzfwnafdrbewoxipgzxdbsaknbocyrsbindnzbebpffcxwkzhqehrzkuvklz
18159,2419,37,qosankkqwjqibzhtumwgoejpqtljmi
18167,2162,115,ycsauawqzvkphjbhsn
18190,2478,194,fomcdoufgcaqgtivozcrrxfyzelisdmrjhghzcilyhxivqp
18325,731,2,uogmwthbdvxkxzhfoinqjiaboqchxsugbwzlkzdnwlpsedtpzdkygdorrcfaantzclwtuoffredttainobfobwasvkkkbdkahsqlsjpnxixdmnymghrzoszbjltlqociwyvviylrbovttcnpizyjguaddbidzoybqdssapehglghnqesfugyqwvrsbjuzypyad
18402,2670,39,lupjxtikkqlhvvixcmtulkexvwnqwskacifojyyadildcpqvzuwxcxplexuocubjpletadgaapjywttlfcggdiqwozotaavxnltavarixtbzwuksxtnageumqjfgynzsmxujhsyukiwpnrfgmdwmzu
18462,5125,90,syjitzbdwqbewsvwwftbxaycywmynctqukxqmomeafdtjeceftyqyraaxqgavujapddoeazaqrjvhfqevhcuemvwadrezgqyvltrgebmvtetqbrhmvgzvvaqiepfqgnfxorsxnfbepycgdbbtigrqhcjaykzzxsq
18495,1021,230,fuloilbiazxdntkzghvdmuipbguzvnvvhsfvimlsgeacmqclwlxzrvaqybfjbekbjukbyofclusljssrrvjqcjarllhexftcpeutiahzfixwbtbrzeijwtzjmikdntfjtfxoeknjsvuwhtwszaaiycgimxoepaooiljribxilncqpupmfpoqptudlidvhfporznxwpicwkrtywruwtncddyufngqizzdpstjl
18554,1537,29,ijcuuewdmzqkartqihglvvoayrqatimwwrxdesunlylilxikzcugjyfxkzkhniucvefkwelvutsbtdpypaljtpnxkuwoshbvjhzbyfohztdluyhtqwffrygxzrgffvxqtrcvpacgvjudwtcqtzoksvskdwjjhslhwzygwawkyvcnoyzp
