user_id,anime_id,watching_status,watched_episodes
1582,71,2,24
1582,73,2,13
1582,72,2,12
1582,121,2,51
1582,1281,2,20
1582,132,2,49
1582,270,2,13
1582,379,2,26
1582,934,2,26
1582,1889,2,24
1582,257,2,13
1582,1956,2,12
1582,427,2,51
1582,1530,2,24
1582,469,2,24
1582,1604,2,203
1582,412,2,12
1582,467,2,26
1582,801,2,26
1582,237,2,50
1582,189,2,24
1582,1887,2,24
1582,76,2,13
1582,77,2,13
1582,1138,2,52
1582,330,2,13
1582,90,2,49
1582,323,2,13
1582,1722,2,26
1582,20,2,220
1582,1546,2,26
1582,30,2,26
1582,272,2,26
1582,1212,2,26
1582,853,2,26
1582,527,2,276
1582,1564,2,192
1582,210,2,161
1582,1710,2,56
1582,45,2,95
1582,168,2,26
1582,529,2,13
1582,24,2,26
1582,846,2,26
1582,355,2,24
1582,169,2,12
1582,79,2,24
1582,1965,2,13
1582,1816,2,78
1582,478,2,26
1582,849,2,14
1582,22,2,178
1582,508,2,214
1582,6,2,26
1582,177,2,26
1582,969,2,26
1582,861,2,24
1582,481,2,224
1582,482,2,180
1582,1195,2,13
1582,1840,2,12
1582,457,4,16
1582,60,6,0
1582,1571,6,0
1582,297,6,0
1582,940,6,0
1582,274,6,0
1582,98,6,0
1582,209,6,0
1582,198,6,0
1582,855,6,0
1583,269,1,203
1583,1482,1,93
1583,15,1,142
1583,1604,1,115
1583,1735,1,88
1583,857,2,25
1583,150,2,50
1583,1536,2,26
1583,1575,2,25
1583,63,2,12
1583,1535,2,37
1583,245,2,43
1583,133,2,12
1583,257,2,13
1583,195,2,12
1583,196,2,12
1583,855,2,26
1583,849,2,14
1583,174,2,24
1584,1575,2,25
1584,1,2,26
1584,1535,2,37
1584,223,2,153
1584,121,2,51
1584,934,2,26
1584,1889,2,24
1584,20,2,220
1584,30,2,26
1584,853,2,26
1584,527,2,276
1584,721,2,38
1584,154,2,64
1584,202,2,26
1584,1195,2,13
1584,1840,2,12
1584,1482,3,10
1584,1210,3,9
1584,356,4,6
1584,855,4,0
1584,790,6,0
1584,1212,6,0
1586,1450,1,0
1586,1575,1,0
1586,1535,1,14
1586,859,1,0
1586,563,1,0
1586,1179,1,23
1586,144,1,0
1586,250,1,0
1586,576,1,12
1586,238,1,0
1586,472,1,7
1586,479,1,0
1586,7,1,0
1586,202,1,0
1586,482,1,0
1586,231,2,26
1586,530,2,46
1586,740,2,43
1586,532,2,38
1586,61,2,26
1586,334,2,76
1586,1137,2,32
1586,853,2,26
1586,687,2,52
1586,1533,3,8
1586,1132,3,0
1586,738,3,0
1586,521,3,0
1586,1212,3,0
1586,1601,3,0
1586,552,6,0
1586,1313,6,0
1586,874,6,0
1586,129,6,0
1586,249,6,0
1586,193,6,0
1586,157,6,0
1587,1735,1,193
1587,175,1,5
1587,57,2,26
1587,1536,2,26
1587,1818,2,26
1587,1482,2,103
1587,1535,2,37
1587,1726,2,12
1587,226,2,13
1587,121,2,51
1587,240,2,12
1587,241,2,11
1587,487,2,13
1587,245,2,43
1587,270,2,13
1587,228,2,26
1587,1594,2,26
1587,1604,2,203
1587,412,2,12
1587,1887,2,24
1587,20,2,220
1587,30,2,26
1587,24,2,26
1587,154,2,64
1587,169,2,12
1587,789,2,6
1587,79,2,24
1587,1836,2,12
1587,849,2,14
1587,1195,2,13
1587,1840,2,12
1587,297,4,1
1588,1,1,1
1588,245,1,18
1588,1530,1,2
1588,237,1,2
1588,45,1,4
1588,392,1,2
1588,57,2,26
1588,1575,2,25
1588,1535,2,37
1588,223,2,153
1588,225,2,64
1588,813,2,291
1588,226,2,13
1588,263,2,75
1588,1604,2,203
1588,19,2,74
1588,20,2,220
1588,1735,2,500
1588,1210,2,24
1588,527,2,276
1588,170,2,101
1588,857,3,2
1588,889,3,5
1588,269,3,64
1588,918,3,6
1588,16,3,4
1588,877,3,2
1588,30,3,10
1588,205,3,2
1588,24,3,1
1588,849,3,6
1588,934,4,4
1588,323,4,1
1588,853,4,2
1588,355,4,11
1588,145,6,0
1588,329,6,0
1588,339,6,0
1588,1559,6,0
1589,486,1,1
1589,1827,1,10
1589,889,2,12
1589,1818,2,26
1589,1575,2,25
1589,1535,2,37
1589,223,2,153
1589,225,2,64
1589,918,2,201
1589,20,2,220
1589,1735,2,500
1589,24,2,26
1589,846,2,26
1589,154,2,64
1589,1519,6,0
1589,323,6,0
1589,1210,6,0
1590,59,1,5
1590,918,1,1
1590,668,1,3
1590,356,2,24
1590,1722,2,26
1590,355,2,24
1590,79,2,24
1590,1195,2,13
1590,1840,2,12
1590,330,6,0
1590,195,6,0
1591,1554,1,8
1591,66,1,11
1591,356,1,1
1591,1694,1,4
1591,1013,1,17
1591,101,2,13
1591,889,2,12
1591,59,2,26
1591,1535,2,37
1591,790,2,23
1591,134,2,13
1591,1570,2,12
1591,934,2,26
1591,1889,2,24
1591,228,2,26
1591,144,2,13
1591,273,2,12
1591,323,2,13
1591,64,2,12
1591,339,2,13
1591,1965,2,13
1591,849,2,14
1591,840,3,11
1591,610,3,3
1591,53,4,4
1591,721,4,25
1591,24,4,12
1592,1535,3,27
1592,918,3,5
1592,853,6,0
1593,1818,1,22
1593,342,1,2
1593,1583,2,12
1593,586,2,11
1593,889,2,12
1593,1519,2,12
1593,58,2,26
1593,1535,2,37
1593,930,2,39
1593,226,2,13
1593,1524,2,13
1593,384,2,13
1593,909,2,13
1593,240,2,12
1593,387,2,13
1593,1371,2,13
1593,160,2,13
1593,228,2,26
1593,1594,2,26
1593,953,2,11
1593,467,2,26
1593,801,2,26
1593,97,2,26
1593,1088,2,36
1593,273,2,12
1593,80,2,43
1593,323,2,13
1593,30,2,26
1593,1210,2,24
1593,272,2,26
1593,329,2,26
1593,205,2,26
1593,400,2,24
1593,1827,2,26
1593,339,2,13
1593,849,2,14
1593,29,2,26
1593,369,3,2
1593,395,3,8
1593,1706,3,3
1593,516,3,22
1593,457,3,10
1593,1,4,4
1593,790,4,12
1593,1571,4,5
1593,918,4,2
1593,267,4,3
1593,134,4,5
1593,1087,4,6
1593,483,4,18
1593,85,4,10
1593,593,4,7
1593,165,4,4
1593,1601,4,4
1593,45,4,1
1593,166,4,1
1593,421,4,8
1594,61,2,26
1594,120,2,26
1594,241,2,11
1594,487,2,13
1594,1570,2,12
1594,690,2,26
1594,1722,2,26
1594,328,2,10
1594,53,3,0
1594,231,3,15
1594,253,3,1
1594,1601,3,0
1594,100,3,1
1594,173,3,20
1594,1127,3,0
1594,28,3,1
1594,1554,6,0
1594,831,6,0
1594,850,6,0
1594,1858,6,0
1594,16,6,0
1594,1142,6,0
1594,863,6,0
1594,489,6,0
1594,1604,6,0
1594,490,6,0
1594,162,6,0
1594,610,6,0
1594,79,6,0
1594,1836,6,0
1595,1535,2,37
1596,66,2,26
1596,889,2,12
1596,1519,2,12
1596,1535,2,37
1596,226,2,13
1596,790,2,23
1596,356,2,24
1596,121,2,51
1596,384,2,13
1596,395,2,13
1596,245,2,43
1596,133,2,12
1596,134,2,13
1596,934,2,26
1596,1889,2,24
1596,863,2,12
1596,486,2,13
1596,467,2,26
1596,801,2,26
1596,1184,2,26
1596,1887,2,24
1596,330,2,13
1596,20,2,220
1596,1735,2,500
1596,1212,2,26
1596,417,2,26
1596,64,2,12
1596,45,2,94
1596,339,2,13
1596,355,2,24
1596,154,2,64
1596,169,2,12
1596,1816,2,78
1596,849,2,14
1596,1372,2,47
1596,6,2,26
1596,856,2,26
1596,1195,2,13
1596,1840,2,12
1596,477,6,0
1596,109,6,0
1596,59,6,0
1596,60,6,0
1596,1470,6,0
1596,1575,6,0
1596,1,6,0
1596,424,6,0
1596,71,6,0
1596,1571,6,0
1596,153,6,0
1596,144,6,0
1596,145,6,0
1596,1087,6,0
1596,189,6,0
1596,252,6,0
1596,276,6,0
1596,1453,6,0
1596,334,6,0
1596,569,6,0
1596,457,6,0
1596,1722,6,0
1596,272,6,0
1596,1167,6,0
1596,24,6,0
1596,1103,6,0
1596,534,6,0
1596,342,6,0
1596,182,6,0
1596,744,6,0
1596,202,6,0
1597,918,1,163
1597,1575,2,25
1597,1535,2,37
1597,15,2,145
1597,136,2,62
1597,1604,2,203
1597,417,2,26
1597,154,2,64
1597,228,6,0
1597,30,6,0
1598,269,1,213
1598,33,1,4
1598,250,1,99
1598,237,1,42
1598,1735,1,82
1598,873,2,26
1598,306,2,13
1598,1292,2,5
1598,857,2,25
1598,375,2,12
1598,889,2,12
1598,1519,2,12
1598,59,2,26
1598,1575,2,25
1598,1,2,26
1598,1482,2,103
1598,61,2,26
1598,1535,2,37
1598,563,2,12
1598,223,2,153
1598,225,2,64
1598,813,2,291
1598,226,2,13
1598,790,2,23
1598,15,2,145
1598,356,2,24
1598,71,2,24
1598,73,2,13
1598,72,2,12
1598,121,2,51
1598,918,2,201
1598,245,2,43
1598,1706,2,13
1598,387,2,13
1598,263,2,76
1598,379,2,26
1598,136,2,62
1598,914,2,52
1598,185,2,26
1598,18,2,24
1598,186,2,13
1598,249,2,167
1598,1604,2,203
1598,1591,2,12
1598,149,2,12
1598,1887,2,24
1598,457,2,26
1598,20,2,220
1598,1243,2,24
1598,195,2,12
1598,853,2,26
1598,205,2,26
1598,400,2,26
1598,339,2,13
1598,79,2,24
1598,1836,2,12
1598,1965,2,13
1598,25,2,24
1598,849,2,14
1598,174,2,24
1598,1048,2,13
1598,916,2,13
1598,6,2,26
1598,856,2,26
1598,202,2,26
1598,861,2,24
1598,553,2,13
1598,157,3,12
1598,688,4,1
1598,1818,6,0
1598,132,6,0
1598,1025,6,0
1598,860,6,0
1598,855,6,0
1598,390,6,0
1598,28,6,30
1599,889,2,12
1599,1519,2,12
1599,59,2,26
1599,1575,2,25
1599,1,2,26
1599,1535,2,37
1599,226,2,13
1599,1571,2,25
1599,245,2,43
1599,387,2,13
1599,330,2,13
1599,20,2,220
1599,1735,2,500
1599,30,2,26
1599,1210,2,24
1599,339,2,13
1599,849,2,14
1599,6,2,26
1599,1195,2,13
1599,239,6,0
1599,587,6,0
1599,237,6,0
1599,64,6,0
1600,1735,1,372
1600,1575,2,25
1600,1535,2,37
1600,552,2,54
1600,1313,2,50
1600,1132,2,50
1600,859,2,48
1600,874,2,51
1600,225,2,64
1600,813,2,291
1600,226,2,13
1600,1230,2,12
1600,1604,2,203
1600,20,2,220
1600,527,2,276
1600,1887,4,1
1600,1690,6,0
1600,71,6,0
1600,355,6,0
1600,1195,6,0
1601,1735,1,80
1601,1292,2,5
1601,889,2,12
1601,1519,2,12
1601,1818,2,26
1601,1,2,26
1601,226,2,13
1601,356,2,24
1601,121,2,51
1601,384,2,13
1601,395,2,13
1601,134,2,13
1601,249,2,167
1601,33,2,25
1601,486,2,13
1601,457,2,26
1601,20,2,220
1601,30,2,26
1601,853,2,26
1601,64,2,12
1601,400,2,26
1601,1827,2,26
1601,355,2,24
1601,849,2,14
1601,202,2,26
1601,1535,3,13
1601,790,3,13
1601,1251,3,6
1601,1281,3,3
1601,934,3,17
1601,467,3,6
1601,210,3,20
1601,166,3,5
1601,205,3,15
1601,6,3,6
1601,101,6,0
1601,56,6,0
1601,66,6,0
1601,150,6,0
1601,58,6,0
1601,1690,6,0
1601,1482,6,0
1601,1726,6,0
1601,71,6,0
1601,239,6,0
1601,240,6,0
1601,918,6,0
1601,287,6,0
1601,246,6,0
1601,958,6,0
1601,228,6,0
1601,143,6,0
1601,667,6,0
1601,606,6,0
1601,412,6,0
1601,237,6,0
1601,97,6,0
1601,189,6,0
1601,1887,6,0
1601,252,6,0
1601,98,6,0
1601,158,6,0
1601,222,6,0
1601,330,6,0
1601,19,6,0
1601,1210,6,0
1601,621,6,0
1601,272,6,0
1601,329,6,0
1601,209,6,0
1601,114,6,0
1601,290,6,0
1601,339,6,0
1601,1103,6,0
1601,440,6,0
1601,198,6,0
1601,855,6,0
1601,390,6,0
1601,696,6,0
1601,182,6,0
1601,1293,6,0
1601,935,6,0
1601,861,6,0
1601,1195,6,0
1602,1535,2,37
1602,1132,2,50
1602,859,2,48
1602,813,2,291
1602,356,2,24
1602,527,2,276
1602,1735,3,0
1602,170,3,9
1602,552,4,6
1602,59,6,0
1602,263,6,0
1602,1564,6,0
1603,68,1,6
1603,59,1,2
1603,60,1,2
1603,1482,1,25
1603,71,1,2
1603,123,1,1
1603,129,1,1
1603,1571,1,1
1603,16,1,4
1603,228,1,1
1603,1567,1,4
1603,1530,1,2
1603,516,1,13
1603,1486,1,5
1603,149,1,1
1603,1887,1,2
1603,1509,1,4
1603,521,1,1
1603,1655,1,5
1603,846,1,2
1603,355,1,1
1603,341,1,1
1603,177,1,2
1603,178,1,1
1603,1195,1,1
1603,121,2,51
1603,74,2,26
1603,587,2,6
1603,1604,2,203
1603,853,2,26
1603,24,2,26
1603,1744,2,172
1603,50,3,1
1603,53,3,0
1603,101,3,6
1603,857,3,0
1603,66,3,1
1603,269,3,2
1603,1575,3,0
1603,61,3,2
1603,15,3,3
1603,356,3,0
1603,122,3,0
1603,243,3,1
1603,1592,3,0
1603,469,3,10
1603,555,3,0
1603,1810,3,0
1603,189,3,0
1603,193,3,1
1603,157,3,0
1603,1722,3,6
1603,877,3,0
1603,1699,3,3
1603,100,3,2
1603,79,3,1
1603,1728,3,1
1603,390,3,5
1603,687,3,8
1603,688,3,0
1603,104,4,1
1603,226,4,1
1603,144,4,0
1603,20,4,0
1603,477,6,0
1603,348,6,0
1603,1536,6,0
1603,1535,6,0
1603,293,6,0
1603,1250,6,0
1603,73,6,0
1603,241,6,0
1603,487,6,0
1603,456,6,0
1603,133,6,0
1603,134,6,0
1603,1142,6,0
1603,649,6,0
1603,1594,6,0
1603,412,6,0
1603,576,6,0
1603,76,6,0
1603,334,6,0
1603,682,6,0
1603,162,6,0
1603,337,6,0
1603,64,6,0
1603,65,6,0
1603,1559,6,0
1603,1293,6,0
1603,1840,6,0
1605,889,2,12
1605,1519,2,12
1605,59,2,26
1605,1571,2,25
1606,857,1,6
1606,67,1,11
1606,1482,1,24
1606,15,1,0
1606,1594,1,3
1606,1604,1,3
1606,167,1,12
1606,154,1,0
1606,79,1,7
1606,849,1,0
1606,873,2,26
1606,269,2,366
1606,1818,2,26
1606,1575,2,25
1606,1535,2,37
1606,226,2,13
1606,790,2,23
1606,356,2,24
1606,121,2,51
1606,245,2,43
1606,263,2,75
1606,270,2,13
1606,228,2,26
1606,33,2,25
1606,457,2,26
1606,20,2,220
1606,1735,2,500
1606,329,2,26
1606,166,2,26
1606,205,2,25
1606,1827,2,26
1606,355,2,24
1606,1559,2,50
1606,174,2,24
1606,1195,2,13
1606,1840,2,12
1606,934,4,0
1606,26,4,4
1606,935,4,8
1606,132,6,0
1606,267,6,0
1606,1889,6,0
1606,19,6,0
1606,323,6,0
1606,30,6,0
1606,417,6,0
1606,1836,6,0
1606,1860,6,0
1606,177,6,0
1606,969,6,0
1606,856,6,0
1608,355,1,20
1608,1535,2,37
1608,1195,2,13
1608,1840,2,12
1609,1827,1,0
1609,170,1,100
1609,269,2,366
1609,1575,2,25
1609,1482,2,103
1609,1535,2,37
1609,813,2,291
1609,121,2,51
1609,918,2,104
1609,287,2,24
1609,245,2,43
1609,16,2,24
1609,1142,2,12
1609,263,2,75
1609,33,2,25
1609,19,2,74
1609,457,2,26
1609,20,2,220
1609,1735,2,500
1609,1210,2,24
1609,45,2,94
1609,1559,2,50
1609,1,3,0
1609,392,3,0
1609,1604,4,4
1609,53,6,0
1609,230,6,0
1609,477,6,0
1609,962,6,0
1609,67,6,0
1609,57,6,0
1609,1818,6,0
1609,790,6,0
1609,15,6,0
1609,356,6,0
1609,120,6,0
1609,603,6,0
1609,239,6,0
1609,384,6,0
1609,240,6,0
1609,387,6,0
1609,587,6,0
1609,934,6,0
1609,1889,6,0
1609,135,6,0
1609,160,6,0
1609,228,6,0
1609,1594,6,0
1609,153,6,0
1609,427,6,0
1609,145,6,0
1609,147,6,0
1609,486,6,0
1609,634,6,0
1609,251,6,0
1609,1088,6,0
1609,1453,6,0
1609,158,6,0
1609,340,6,0
1609,1722,6,0
1609,853,6,0
1609,322,6,0
1609,161,6,0
1609,329,6,0
1609,205,6,0
1609,290,6,0
1609,339,6,0
1609,355,6,0
1609,390,6,0
1609,849,6,0
1609,22,6,0
1609,26,6,0
1609,177,6,0
1609,479,6,0
1609,856,6,0
1609,338,6,0
1609,202,6,0
1609,861,6,0
1609,1195,6,0
1610,1050,1,32
1610,918,1,64
1610,1889,1,0
1610,889,2,12
1610,1519,2,12
1610,1575,2,25
1610,1,2,26
1610,1535,2,37
1610,813,2,291
1610,226,2,13
1610,934,2,26
1610,33,2,25
1610,20,2,220
1610,30,2,26
1610,205,2,26
1610,1735,3,362
1610,150,6,0
1610,1482,6,0
1610,790,6,0
1610,1604,6,0
1610,237,6,0
1610,19,6,0
1610,329,6,0
1610,45,6,0
1610,1827,6,0
1610,154,6,0
1610,849,6,0
1610,6,6,0
1611,967,1,4
1611,269,2,366
1611,1575,2,25
1611,1,2,26
1611,1678,2,50
1611,1535,2,37
1611,1726,2,12
1611,552,2,54
1611,1313,2,50
1611,223,2,153
1611,225,2,64
1611,813,2,291
1611,790,2,23
1611,15,2,145
1611,356,2,24
1611,121,2,51
1611,287,2,24
1611,136,2,62
1611,185,2,26
1611,186,2,13
1611,1604,2,203
1611,1707,2,51
1611,250,2,150
1611,20,2,220
1611,1735,2,500
1611,30,2,26
1611,45,2,94
1611,114,2,26
1611,1816,2,78
1611,876,2,29
1611,392,2,112
1611,918,3,100
1611,284,6,0
1611,477,6,0
1611,66,6,0
1611,58,6,0
1611,992,6,0
1611,71,6,0
1611,267,6,0
1611,387,6,0
1611,263,6,0
1611,934,6,0
1611,33,6,0
1611,324,6,0
1611,486,6,0
1611,1453,6,0
1611,19,6,0
1611,323,6,0
1611,339,6,0
1611,170,6,0
1611,26,6,0
1611,6,6,0
1611,1293,6,0
1612,586,2,11
1612,57,2,26
1612,889,2,12
1612,1519,2,12
1612,269,2,366
1612,1470,2,51
1612,1575,2,25
1612,1,2,26
1612,1482,2,103
1612,1726,2,12
1612,552,2,54
1612,1313,2,50
1612,874,2,51
1612,226,2,13
1612,790,2,23
1612,127,2,24
1612,918,2,201
1612,270,2,13
1612,136,2,62
1612,1604,2,203
1612,80,2,43
1612,457,2,26
1612,877,2,47
1612,20,2,220
1612,1735,2,500
1612,1212,2,26
1612,853,2,26
1612,527,2,276
1612,210,2,161
1612,114,2,26
1612,205,2,26
1612,79,2,24
1612,170,2,101
1612,849,2,14
1612,6,2,26
1612,861,2,24
1613,1735,1,0
1613,1532,1,3
1613,347,1,0
1613,156,1,0
1613,1726,2,12
1613,226,2,13
1613,270,2,13
1613,469,2,24
1613,149,2,12
1613,521,2,52
1613,916,2,13
1613,687,2,52
1613,1638,6,0
1613,529,6,0
1613,1557,6,0
1613,1965,6,0
1613,341,6,0
1613,855,6,0
1613,174,6,0
1613,1860,6,0
1614,249,1,0
1614,1535,2,37
1614,552,2,54
1614,1313,2,50
1614,1132,2,50
1614,859,2,48
1614,874,2,51
1614,813,2,291
1614,226,2,13
1614,356,2,24
1614,135,2,75
1614,481,2,224
1614,482,2,180
1615,269,1,0
1615,1735,1,0
1615,355,1,0
1615,1292,2,5
1615,1690,2,24
1615,1818,2,26
1615,1575,2,25
1615,1,2,26
1615,1726,2,12
1615,226,2,13
1615,121,2,51
1615,240,2,12
1615,245,2,43
1615,246,2,51
1615,1465,2,10
1615,270,2,13
1615,934,2,26
1615,360,2,12
1615,667,2,12
1615,845,2,51
1615,147,2,14
1615,634,2,13
1615,1374,2,26
1615,330,2,13
1615,20,2,220
1615,1210,2,24
1615,64,2,12
1615,65,2,12
1615,45,2,95
1615,167,2,24
1615,1103,2,13
1615,79,2,24
1615,1965,2,13
1615,849,2,14
1615,174,2,24
1615,1195,2,13
1615,1840,2,12
1615,237,4,0
1615,1887,4,0
1616,269,1,91
1616,1482,1,5
1616,121,1,10
1616,861,1,2
1616,101,2,13
1616,1818,2,26
1616,790,2,23
1616,71,2,24
1616,73,2,13
1616,72,2,12
1616,918,2,201
1616,1530,2,24
1616,457,2,26
1616,20,2,220
1616,1735,2,500
1616,355,2,24
1616,356,4,5
1617,889,2,12
1617,356,2,24
1617,1530,2,24
1617,189,2,24
1617,849,2,14
1617,918,6,0
1617,1210,6,0
1617,79,6,0
1618,1575,2,25
1618,1535,2,37
1618,20,2,220
1618,1735,2,500
1619,298,2,12
1619,1292,2,5
1619,67,2,24
1619,889,2,12
1619,1690,2,24
1619,59,2,26
1619,1,2,26
1619,552,2,54
1619,226,2,13
1619,134,2,13
1619,387,2,13
1619,934,2,26
1619,1889,2,24
1619,185,2,26
1619,18,2,24
1619,186,2,13
1619,153,2,45
1619,147,2,14
1619,467,2,26
1619,801,2,26
1619,97,2,26
1619,189,2,24
1619,457,2,26
1619,30,2,26
1619,1210,2,24
1619,195,2,12
1619,329,2,26
1619,534,2,26
1619,6,2,26
1619,481,2,224
1619,790,3,11
1619,1887,3,11
1619,849,3,6
1619,109,4,4
1619,71,4,1
1619,369,6,0
1619,356,6,0
1619,782,6,0
1619,237,6,0
1619,169,6,0
1619,789,6,0
1619,75,6,0
1619,26,6,0
1619,7,6,0
1620,1292,2,5
1620,101,2,13
1620,889,2,12
1620,1519,2,12
1620,369,2,12
1620,1575,2,25
1620,1,2,26
1620,1535,2,37
1620,226,2,13
1620,71,2,24
1620,73,2,13
1620,72,2,12
1620,121,2,51
1620,384,2,13
1620,395,2,13
1620,1571,2,25
1620,134,2,13
1620,263,2,75
1620,270,2,13
1620,934,2,26
1620,1889,2,24
1620,1887,2,24
1620,323,2,13
1620,1722,2,26
1620,30,2,26
1620,205,2,26
1620,339,2,13
1620,79,2,24
1620,6,2,26
1620,861,2,24
1621,101,2,13
1621,857,2,25
1621,1575,2,25
1621,63,2,12
1621,1535,2,37
1621,226,2,13
1621,356,2,24
1621,71,2,24
1621,30,2,26
1621,1699,2,24
1621,79,2,24
1621,1965,2,13
1621,849,2,14
1621,1195,2,13
1621,1840,2,12
1621,1735,4,0
1623,269,1,164
1624,186,1,2
1624,223,2,153
1624,225,2,64
1624,813,2,291
1624,185,2,26
1624,121,4,22
1625,918,1,10
1625,1575,2,25
1625,1535,2,37
1625,170,2,101
1625,482,2,180
1626,889,2,12
1626,1519,2,12
1626,269,2,366
1626,150,2,50
1626,1690,2,24
1626,60,2,24
1626,1818,2,26
1626,1575,2,25
1626,61,2,26
1626,1535,2,37
1626,1726,2,12
1626,552,2,54
1626,1313,2,50
1626,1132,2,50
1626,859,2,48
1626,874,2,51
1626,226,2,13
1626,790,2,23
1626,356,2,24
1626,71,2,24
1626,73,2,13
1626,72,2,12
1626,121,2,51
1626,384,2,13
1626,395,2,13
1626,909,2,13
1626,132,2,49
1626,1571,2,25
1626,134,2,13
1626,270,2,13
1626,1082,2,24
1626,136,2,62
1626,257,2,13
1626,1956,2,12
1626,228,2,26
1626,1530,2,24
1626,667,2,12
1626,1604,2,203
1626,1810,2,12
1626,98,2,26
1626,93,2,50
1626,94,2,50
1626,90,2,49
1626,20,2,220
1626,1735,2,500
1626,195,2,12
1626,1569,2,12
1626,527,2,276
1626,1564,2,192
1626,417,2,26
1626,168,2,26
1626,355,2,24
1626,1559,2,50
1626,1965,2,13
1626,152,2,24
1626,855,2,26
1626,849,2,14
1626,174,2,24
1626,182,2,26
1626,6,2,26
1626,180,2,13
1626,181,2,13
1626,935,2,24
1626,156,2,24
1626,481,2,224
1626,482,2,180
1626,1230,4,4
1626,252,4,20
1626,1601,4,2
1626,934,6,0
1626,1889,6,0
1626,237,6,0
1626,1887,6,0
1626,593,6,0
1626,1602,6,0
1626,478,6,0
1626,342,6,0
1626,861,6,0
1626,1195,6,0
1627,1292,2,5
1627,269,2,366
1627,150,2,50
1627,1818,2,26
1627,1575,2,25
1627,1482,2,103
1627,61,2,26
1627,1535,2,37
1627,226,2,13
1627,356,2,24
1627,121,2,51
1627,133,2,12
1627,934,2,26
1627,1889,2,24
1627,257,2,13
1627,1956,2,12
1627,249,2,167
1627,228,2,26
1627,1594,2,26
1627,1530,2,24
1627,1579,2,25
1627,146,2,12
1627,237,2,50
1627,1887,2,24
1627,76,2,13
1627,77,2,13
1627,19,2,74
1627,1210,2,24
1627,1699,2,24
1627,64,2,12
1627,65,2,12
1627,166,2,26
1627,355,2,24
1627,1559,2,50
1627,789,2,6
1627,849,2,14
1627,174,2,24
1627,1195,2,13
1627,1840,2,12
1627,690,6,0
1627,196,6,0
1627,610,6,0
1628,269,1,142
1628,853,2,26
1628,232,6,0
1628,790,6,0
1628,249,6,0
1628,154,6,0
1629,101,1,6
1629,962,1,17
1629,1818,1,3
1629,73,1,2
1629,1281,1,7
1629,270,1,1
1629,379,1,11
1629,469,1,11
1629,1546,1,4
1629,529,1,2
1629,303,2,48
1629,1292,2,5
1629,477,2,13
1629,66,2,26
1629,109,2,24
1629,348,2,13
1629,889,2,12
1629,1519,2,12
1629,1575,2,25
1629,552,2,54
1629,874,2,51
1629,223,2,153
1629,226,2,13
1629,356,2,24
1629,71,2,24
1629,72,2,12
1629,1251,2,1
1629,240,2,12
1629,134,2,13
1629,387,2,8
1629,1852,2,12
1629,934,2,3
1629,1889,2,24
1629,488,2,12
1629,253,2,26
1629,489,2,12
1629,1530,2,24
1629,146,2,12
1629,412,2,12
1629,467,2,26
1629,97,2,26
1629,189,2,24
1629,1887,2,9
1629,157,2,26
1629,76,2,13
1629,77,2,13
1629,860,2,12
1629,888,2,12
1629,222,2,13
1629,1722,2,26
1629,321,2,12
1629,30,2,26
1629,229,2,3
1629,272,2,26
1629,490,2,18
1629,64,2,12
1629,205,2,26
1629,355,2,24
1629,79,2,24
1629,534,2,26
1629,1965,2,13
1629,421,2,13
1629,849,2,1
1629,182,2,26
1629,1195,2,13
1629,1840,2,12
1629,857,3,8
1629,1194,3,7
1629,1858,3,5
1629,297,3,1
1629,16,3,4
1629,185,3,3
1629,144,3,7
1629,19,3,1
1629,1210,3,4
1629,800,3,3
1629,24,3,12
1629,1533,4,4
1629,288,4,10
1629,530,4,12
1629,269,4,2
1629,232,4,20
1629,1132,4,30
1629,813,4,23
1629,1685,4,2
1629,133,4,1
1629,249,4,5
1629,20,4,1
1629,350,4,5
1629,527,4,102
1629,610,4,1
1629,417,4,4
1629,210,4,40
1629,1710,4,2
1629,339,4,5
1629,154,4,25
1629,508,4,20
1629,1607,4,2
1629,202,4,4
1629,156,4,2
1629,481,4,22
1629,1535,6,0
1629,1157,6,0
1629,587,6,0
1629,147,6,0
1629,457,6,0
1629,65,6,0
1629,846,6,0
1630,873,1,6
1630,269,1,50
1630,20,1,65
1630,350,1,20
1630,529,1,3
1630,22,1,2
1630,508,1,25
1630,48,2,26
1630,298,2,12
1630,306,2,13
1630,101,2,12
1630,67,2,24
1630,57,2,26
1630,530,2,46
1630,740,2,43
1630,532,2,38
1630,1239,2,39
1630,996,2,34
1630,150,2,50
1630,232,2,70
1630,59,2,26
1630,60,2,24
1630,1818,2,26
1630,1575,2,25
1630,111,2,52
1630,61,2,26
1630,1535,2,37
1630,293,2,16
1630,552,2,54
1630,1313,2,50
1630,1132,2,50
1630,874,2,51
1630,563,2,12
1630,223,2,153
1630,225,2,64
1630,813,2,291
1630,226,2,13
1630,120,2,26
1630,121,2,51
1630,1281,2,19
1630,239,2,24
1630,384,2,13
1630,395,2,13
1630,240,2,12
1630,132,2,49
1630,918,2,201
1630,243,2,13
1630,245,2,43
1630,263,2,75
1630,270,2,13
1630,379,2,26
1630,136,2,62
1630,257,2,13
1630,249,2,167
1630,228,2,26
1630,253,2,26
1630,845,2,51
1630,52,2,26
1630,1573,2,51
1630,1486,2,102
1630,467,2,26
1630,97,2,26
1630,189,2,24
1630,149,2,12
